Metabolite,PP-F D229,PP-F D360,PP-F D384,PP-F D391,PP-F D75,PP-F D274,PP-F D34,PP-F D356,PP-F D368,PP-F D370,PP/F D229,PP/F D360,PP/F D384,PP/F D391,PP/F D75,PP/F D274,PP/F D34,PP/F D356,PP/F D368,PP/F D370
%C22:6n3 (DHA),-0.0686,-0.2138,-0.3351,-0.5108,-0.1115,-0.2404,-0.8281,-0.3511,-0.604,-0.1264,0.960642570281,0.869474969475,0.786832061069,0.771964285714,0.944719881011,0.855267910897,0.547980349345,0.785914634146,0.770864946889,0.853364269142
%_ SFA,0.4639,1.5072,1.7192,2.3495,-0.6831,1.9342,2.492,1.9638,2.101,1.443,1.01596901893,1.05059415911,1.05833729216,1.0769318926,0.981072319202,1.07301623254,1.06707940781,1.06616576819,1.0707884097,1.04759234828
F2-isoPs-NE,,-0.35,-0.11,,-0.28,-3.83,,-0.41,4.41,,,0.270833333333,0.694444444444,,0.0967741935484,0.0496277915633,,0.559139784946,221.5,
%C20:2n6,0.0053,-0.0048,0.0416,0.0418,0.0046,0.0175,-0.0119,0.0275,0.007,0.0183,1.03955223881,0.977358490566,1.22608695652,1.2843537415,1.02643678161,1.10869565217,0.931609195402,1.14864864865,1.0376344086,1.11296296296
%-_ (n-6) PUFA-NEFA,1.791,-1.536,2.202,0.045,-0.551,-0.687,0.384,0.132,3.726,-0.72,1.09546908316,0.928458313926,1.14848280512,1.00215827338,0.975291479821,0.971351125938,1.01577649959,1.00669710807,1.21550028918,0.959436619718
12-HEPE-NE,-0.63,-1.17,0.03,0.96,0.13,-2.57,-0.63,-0.18,0.15,-11.32,0.363636363636,0.442857142857,1.02459016393,1.23587223587,1.25490196078,0.389548693587,0.688118811881,0.746478873239,1.1724137931,0.185611510791
9_10-e-DiHO-To,2.31,5.77,8.67,6.36,4.23,-0.86,13.4,-0.28,7.45,5.03,1.30394736842,1.88361408882,1.91940615058,1.71140939597,1.51148730351,0.914851485149,2.18584070796,0.96992481203,2.12030075188,1.63111668758
%-C22:6n3-NEFA,-0.574,-0.656,-1.103,-1.598,-1.134,-2.505,-0.691,-0.934,-1.495,-2.477,0.234666666667,0.349851337958,0.284695201038,0.0493753718025,0.127692307692,0.0600375234522,0.163438256659,0.0958373668925,0.077729796422,0.0684467845055
%-C18:3n6-NEFA,0.049,-0.002,-0.034,0.035,-0.086,0.009,0.044,0.034,-0.008,-0.121,1.57647058824,0.988304093567,0.851528384279,1.21604938272,0.711409395973,1.07438016529,1.17529880478,1.28099173554,0.961352657005,0.596666666667
C20:4n6-NEFA,-3.46,-5.27,-2.91,-0.58,-4.17,-0.49,-4.15,-2.13,1.25,3.21,0.689128481581,0.585039370079,0.763798701299,0.939267015707,0.660423452769,0.960227272727,0.743668931439,0.780412371134,1.11042402827,1.3618940248
C22:6n3/C22:5n3-NEFA,3.27,2.63,0.72,0.27,1.19,0.2,0.12,1.61,-0.3,-1.31,2.11224489796,1.80182926829,1.22641509434,1.0474516696,1.28266033254,1.03752345216,1.04761904762,1.30961538462,0.934210526316,0.809037900875
9(10)-EpOME-To,-46.0,50.0,4.0,2.0,23.0,214.0,39.0,110.0,-15.0,100.0,0.852090032154,1.27624309392,1.01606425703,1.01257861635,1.13294797688,1.6858974359,1.17256637168,1.6043956044,0.940711462451,1.42372881356
%C22:5n3 (DPA),-0.0024,-0.2317,-0.0405,-0.0767,-0.0038,0.0001,-0.3078,-0.0906,-0.0808,-0.0542,0.995031055901,0.677298050139,0.901699029126,0.814734299517,0.988953488372,1.00023752969,0.539910313901,0.808456659619,0.815525114155,0.894140625
11-HETE-NE,-0.61,-0.56,0.8,0.14,0.18,-0.17,-0.29,0.02,-0.69,-2.29,0.45045045045,0.397849462366,2.35593220339,1.15909090909,1.66666666667,0.753623188406,0.532258064516,1.05,0.378378378378,0.314371257485
5-HETE-NE,0.05,-1.2,0.67,0.15,2.1,-2.88,0.67,0.12,0.62,-0.12,1.01650165017,0.661971830986,1.21895424837,1.02365930599,1.63444108761,0.467652495379,1.16625310174,1.02877697842,1.15696202532,0.98418972332
13-KODE-NE,1.85,0.44,4.59,2.16,1.46,-0.79,5.29,0.26,2.67,-5.55,1.51675977654,1.21256038647,2.03378378378,2.86206896552,1.60330578512,0.772988505747,2.4532967033,1.08843537415,2.09426229508,0.407684098186
15-HEPE-NE,0.19,-0.12,-0.19,-0.09,0.08,-0.19,0.05,-0.26,-0.01,-0.89,1.33333333333,0.647058823529,0.781609195402,0.8,1.47058823529,0.736111111111,1.10416666667,0.59375,0.982142857143,0.381944444444
%C18:4n3,-0.007,0.0089,-0.027,0.028,0.0028,0.0362,-0.0952,-0.0002,0.0194,0.0501,0.740740740741,1.52352941176,0.542372881356,3.0,1.21538461538,4.29090909091,0.0574257425743,0.995652173913,2.94,3.94705882353
PGF2a - Full-To,0.05,0.13,0.31,-0.02,-0.79,-0.87,0.01,-0.36,0.1,-0.8,1.04166666667,1.11111111111,1.30693069307,0.985714285714,0.521212121212,0.587677725118,1.00740740741,0.733333333333,1.08196721311,0.578947368421
8_9-DiHETrE-To,-0.51,-0.49,-0.01,0.43,1.53,-0.08,-0.85,-0.62,0.4,-0.79,0.902111324376,0.864265927978,0.997530864198,1.12609970674,1.255,0.984526112186,0.862459546926,0.886654478976,1.11142061281,0.840404040404
%-C16:1n7t-NEFA,0.054,0.133,0.14,-0.203,0.068,-0.021,0.181,0.069,-0.028,-0.407,1.09045226131,1.25285171103,1.3056768559,0.743362831858,1.12615955473,0.968888888889,1.32789855072,1.13883299799,0.959479015919,0.52286049238
%-C17:0-NEFA,0.118,0.146,-0.041,0.029,0.02,-0.045,-0.003,-0.096,-0.042,-0.143,1.27699530516,1.5468164794,0.88418079096,1.07004830918,1.04545454545,0.900881057269,0.991228070175,0.820895522388,0.893939393939,0.752166377816
17_18-DiHETE-NE,-2.5,-0.11,-0.27,-2.36,1.76,0.35,-0.22,1.03,1.02,-0.01,0.513618677043,0.975663716814,0.896551724138,0.515400410678,1.30240549828,1.08196721311,0.969101123596,1.18968692449,1.21982758621,0.996240601504
"%9c,11t-CLA",0.0157,0.0031,-0.0185,0.0193,0.0222,0.0125,-0.008,0.0156,0.0216,0.0134,2.57,1.14761904762,0.195652173913,1.965,3.01818181818,1.23148148148,0.876923076923,2.2,22.6,1.46206896552
13-HOTE-To,-0.8,-3.24,6.48,9.2,8.0,-6.7,5.7,-3.16,13.93,3.5,0.928571428571,0.744881889764,2.04180064309,1.79310344828,2.53846153846,0.767361111111,1.31147540984,0.710091743119,3.29489291598,1.20710059172
11_12-DiHETrE-To,-0.12,0.0,-0.05,-0.05,0.38,-0.16,0.13,0.09,0.05,-0.26,0.875,1.0,0.9375,0.948979591837,1.304,0.853211009174,1.08904109589,1.10465116279,1.06666666667,0.808823529412
17-HDoHE-To,-4.1,-1.3,-2.1,-16.5,25.4,-20.2,-17.1,-23.18,34.6,-13.3,0.867313915858,0.940639269406,0.885245901639,0.681467181467,1.93726937269,0.646234676007,0.598591549296,0.293292682927,2.11254019293,0.646276595745
9-KODE-NE,7.52,3.17,11.31,9.73,1.3,0.7,19.18,1.7,6.02,-6.6,1.76891615542,1.52052545156,2.25806451613,2.52747252747,1.20569620253,1.05833333333,4.03481012658,1.15596330275,1.66299559471,0.611764705882
5-KETE-To,-0.7,3.94,-2.77,-2.51,3.57,0.6,0.67,0.4,-2.87,1.8,0.945736434109,1.62939297125,0.722722722723,0.771818181818,1.41367323291,1.05042016807,1.0703043022,1.03669724771,0.758823529412,1.1512605042
9-HOTE-To,0.7,0.3,8.83,14.6,9.45,-5.1,19.5,-1.61,15.64,8.2,1.06862745098,1.02654867257,2.43111831442,2.29203539823,3.03225806452,0.828859060403,2.015625,0.861206896552,3.86446886447,1.51572327044
12(13)-Ep-9-KODE-To,1.9,16.0,-6.0,-0.3,10.7,-12.6,4.0,4.5,-2.9,3.0,1.02874432678,1.36697247706,0.880478087649,0.994444444444,1.23260869565,0.882242990654,1.0790513834,1.08620689655,0.958273381295,1.04643962848
%-C20:4n6-NEFA,1.898,0.605,-0.035,-1.247,0.165,-0.637,0.075,-0.273,-0.321,-3.724,2.08519153802,1.36778115502,0.980694980695,0.656946354883,1.06420233463,0.745301879248,1.02297090352,0.873844731978,0.868388683887,0.361454046639
%C16:0,0.259,0.6446,0.8726,1.1259,-0.2712,1.2192,2.0738,1.2203,1.2262,0.5719,1.01178129549,1.02913973148,1.04093446545,1.04827837571,0.99004478379,1.05916149068,1.07316281531,1.05386686678,1.05239275338,1.02410435809
9-KODE-To,-41.0,90.0,-14.0,14.0,86.0,-20.0,45.0,34.0,21.0,56.0,0.908277404922,1.36144578313,0.950877192982,1.04402515723,1.39090909091,0.972451790634,1.14018691589,1.11038961039,1.05023923445,1.13238770686
%-C15:0-NEFA,0.406,0.226,0.019,-0.163,0.227,-0.043,0.058,0.013,-0.136,-0.814,1.71353251318,1.57653061224,1.04470588235,0.776406035665,1.44249512671,0.919776119403,1.10507246377,1.02210884354,0.794251134644,0.382397572079
15-HEPE-To,-1.57,-1.22,0.45,-0.08,3.54,-5.1,-3.0,-3.28,2.65,-1.44,0.773775216138,0.78018018018,1.17374517375,0.986798679868,1.72097759674,0.72131147541,0.770992366412,0.303609341826,1.64634146341,0.777777777778
PGF2a - Select-To,-0.05,,,0.02,,-0.05,-0.13,-0.09,0.11,-0.11,0.0,,,1.28571428571,,0.583333333333,0.380952380952,0.357142857143,4.66666666667,0.421052631579
%-C20:3n6-NEFA,0.105,0.16,0.045,-0.14,0.031,-0.153,0.078,0.027,-0.036,-0.287,1.54404145078,1.4347826087,1.1461038961,0.727095516569,1.06904231626,0.689024390244,1.1550695825,1.08359133127,0.907455012853,0.456439393939
19_20-DiHDoPE-To,-0.03,0.05,-0.05,-0.03,0.18,-0.03,0.07,-0.02,-0.05,0.07,0.909090909091,1.17857142857,0.821428571429,0.896551724138,1.4,0.9,1.18421052632,0.944444444444,0.893617021277,1.38888888889
12-HEPE-To,-2.29,-1.2,-0.49,-0.45,1.09,-0.99,2.03,-1.63,0.52,-7.38,0.464953271028,0.751552795031,0.785087719298,0.912621359223,1.28092783505,0.831345826235,1.27469553451,0.460264900662,1.14772727273,0.369230769231
13-KODE-To,-2.0,41.0,-6.0,-17.0,64.3,-35.0,15.0,21.0,2.0,38.0,0.989071038251,1.39805825243,0.957446808511,0.893081761006,1.73318129989,0.878048780488,1.10563380282,1.14482758621,1.01052631579,1.21468926554
9-HEPE-To,0.38,-0.65,0.69,-0.52,2.34,-5.11,-4.89,-2.38,1.88,0.07,1.09336609337,0.759259259259,1.51879699248,0.880459770115,2.14705882353,0.635,0.515841584158,0.263157894737,1.78991596639,1.02005730659
%_ (n-3) PUFA,-0.0978,-0.5771,-0.5214,-0.751,-0.1772,-0.3676,-1.9634,-0.5378,-0.8172,-0.2168,0.966391752577,0.826174698795,0.799461538462,0.783573487032,0.944100946372,0.889277108434,0.557792792793,0.804436363636,0.7871875,0.885894736842
%-C14:0-NEFA,0.091,0.004,-0.048,0.043,0.425,0.268,-0.366,0.209,-0.235,-0.672,1.03857566766,1.0019193858,0.982893799002,1.02162977867,1.27001270648,1.14888888889,0.851037851038,1.103567889,0.917918267552,0.783225806452
%C14:0,-0.0056,0.2142,0.3884,0.3457,-0.0662,0.1442,0.4945,0.2813,0.256,0.2192,0.990476190476,1.28333333333,1.65830508475,1.37616974973,0.953445850914,1.1782447466,1.31061557789,1.3667535854,1.29459148446,1.21617357002
C20:4n3,1.1,-0.77,-0.2,0.4,-0.9,2.58,7.48,3.09,1.99,1.26,1.5069124424,0.885756676558,0.966499162479,1.05805515239,0.777777777778,1.13672496025,1.43137254902,1.7803030303,1.43355119826,1.16666666667
"9c,11t-CLA",2.24,0.43,-1.49,3.54,2.85,6.11,10.39,3.31,3.97,4.29,2.98230088496,1.22279792746,0.258706467662,2.56637168142,3.63888888889,1.45665171898,1.82199367089,3.31468531469,24.3529411765,1.91862955032
12(13)-EpOME-To,-23.0,28.0,13.0,11.0,35.0,75.0,94.0,61.0,-37.0,68.0,0.882051282051,1.19718309859,1.07692307692,1.08461538462,1.33018867925,1.36764705882,1.65734265734,1.42957746479,0.826291079812,1.38202247191
9-HEPE-NE,0.08,-0.19,-0.01,0.26,0.04,-0.12,-0.08,0.03,-0.02,-0.51,1.42105263158,0.296296296296,0.95,1.92857142857,1.22222222222,0.675675675676,0.794871794872,1.2,0.933333333333,0.354430379747
C18:2n6,644.47,96.08,772.18,587.72,440.04,751.9,3153.82,1370.87,1065.74,971.89,1.15990025928,1.03121294519,1.25132386206,1.16228320866,1.15598613268,1.07613622095,1.69868142385,1.38165169797,1.21054357597,1.20482791033
9_10-EpO-NE,3.82,-0.01,7.43,2.5,0.58,-0.64,-0.15,-0.26,2.07,1.64,1.83406113537,0.996598639456,2.35831809872,1.62034739454,1.145,0.88850174216,0.974958263773,0.952727272727,1.50985221675,1.26666666667
%C20:5n3 (EPA),-0.0206,-0.1235,-0.0962,-0.1771,-0.0533,-0.1647,-0.7087,-0.1075,-0.1567,-0.0859,0.967456556082,0.857882623705,0.801649484536,0.760027100271,0.929683377309,0.857402597403,0.59572162008,0.808035714286,0.783862068966,0.816059957173
%-C12:0-NEFA,0.456,0.085,0.146,-0.095,0.248,0.02,-0.057,-0.021,-0.105,-0.758,1.715855573,1.10572139303,1.22324159021,0.880653266332,1.38449612403,1.03418803419,0.934027777778,0.976324689966,0.877336448598,0.485054347826
%C18:3n3,-0.0184,-0.1328,0.0479,0.1419,0.0657,0.0307,-0.027,0.1064,0.1055,0.0752,0.96206185567,0.863655030801,1.06708683473,1.23073170732,1.15831325301,1.04269819193,0.973080757727,1.14262734584,1.15267727931,1.09471032746
C18:3n6,4.03,-0.82,1.08,9.46,14.42,0.7,36.91,14.4,3.39,15.21,1.12113014728,0.988228538616,1.03896103896,1.19239373602,1.41918604651,1.00464344942,1.41701502655,1.2009208874,1.0847711928,1.12768636669
C16:1n7/C16:0,-0.01,0.0,0.0,-0.01,0.03,0.0,-0.01,-0.02,-0.01,-0.01,0.833333333333,1.0,1.0,0.888888888889,1.42857142857,1.0,0.888888888889,0.777777777778,0.833333333333,0.9
_ (n-6) PUFA,879.33,91.57,917.12,606.76,606.26,767.03,3469.25,1667.21,1177.11,1208.84,1.16224728721,1.02180051234,1.22425555431,1.12277868836,1.15065354605,1.06320583613,1.56739380736,1.33636704785,1.18377268647,1.18586300898
C22:4n6,7.14,-1.44,1.65,5.74,1.85,2.56,12.26,11.7,4.57,10.62,1.332247557,0.917050691244,1.09090909091,1.26999059266,1.12602179837,1.09251897362,1.38039094012,1.57863501484,1.27332535885,1.26791120081
C18:4n3,-0.46,0.96,-1.34,4.55,0.63,11.05,-17.29,2.42,4.0,11.39,0.851132686084,1.61146496815,0.736220472441,3.79141104294,1.50806451613,4.98916967509,0.11875637105,1.46808510638,3.85714285714,5.06785714286
11(12)-EpETE-To,0.35,2.07,-0.18,-1.61,-0.4,3.55,-3.8,0.78,-0.31,1.86,1.10736196319,1.70408163265,0.917808219178,0.507645259939,0.8606271777,1.46405228758,0.698412698413,1.44827586207,0.893470790378,1.92537313433
C20:3n6,16.68,-7.88,13.96,-0.77,14.94,4.99,41.28,29.94,11.88,24.3,1.17831943554,0.948378643957,1.11712391979,0.995040577096,1.14464130119,1.01442613472,1.19772955884,1.20806115358,1.07610993658,1.12006522061
C20:4n6 (AA),201.57,4.01,119.18,-9.79,127.93,-11.69,182.98,222.43,78.14,170.86,1.1645899337,1.00465488821,1.14285029366,0.990896579941,1.12386116087,0.99305064292,1.14944706709,1.20098127801,1.07074886597,1.12501280419
12(13)-EpODE-To,-1.03,1.74,1.82,1.82,-0.16,5.81,6.54,2.78,1.63,3.47,0.745679012346,1.44050632911,1.29593495935,1.50837988827,0.954285714286,1.85567010309,1.90082644628,1.65258215962,1.36061946903,1.61091549296
5-HEPE-To,0.01,-1.73,0.77,-0.63,4.24,-7.5,-0.9,-4.0,4.02,-0.11,1.00123762376,0.76462585034,1.21937321937,0.926998841251,1.68831168831,0.708171206226,0.967509025271,0.418604651163,1.67224080268,0.986601705238
%C18:1n9,-0.0345,1.806,3.565,3.3285,2.2153,3.1067,6.8242,3.0147,3.2214,2.1108,0.997942877586,1.11142645607,1.21430718365,1.17682214195,1.14430981695,1.18388280556,1.31116684146,1.16206321901,1.19445852952,1.09299088066
C20:0,0.75,1.92,3.16,3.41,0.42,3.29,20.09,2.72,2.13,4.21,1.24115755627,1.43735763098,2.14079422383,1.79118329466,1.08695652174,1.47134670487,3.64342105263,1.61818181818,1.61739130435,1.73859649123
%C16:1n7,-0.2415,0.0185,-0.1201,-0.1016,0.6916,0.0004,-0.0116,-0.2257,-0.1598,-0.1577,0.822033898305,1.01378539493,0.896909871245,0.949477871706,1.3458,1.00019074869,0.995495145631,0.884078068824,0.891587516961,0.935998376623
%_ MUFA,-0.2607,2.0281,3.6844,3.4316,3.0109,3.3194,7.1075,2.9584,3.2299,2.0313,0.986671779141,1.10541060291,1.18942930591,1.15224489796,1.15905441099,1.16176413255,1.27252684049,1.13236689038,1.16296165489,1.07473509934
C22:0,0.1,0.01,1.37,2.93,-0.81,-0.1,5.62,-1.08,0.91,0.08,1.03663003663,1.00334448161,2.26851851852,2.4504950495,0.670731707317,0.974293059126,2.82467532468,0.702479338843,1.37916666667,1.01951219512
C20:1n9,4.02,3.0,10.09,9.66,5.92,7.66,40.56,11.04,10.58,13.04,1.38176638177,1.25445292621,1.90008920607,1.5463800905,1.67349260523,1.32471386181,2.47276688453,1.70633397313,1.90196078431,1.76436107855
17(18)-EpETE-To,-2.49,2.32,-0.77,-2.55,1.59,6.1,-4.7,-0.47,-1.2,1.5,0.72577092511,1.3676703645,0.816666666667,0.625,1.28042328042,1.41496598639,0.804979253112,0.912962962963,0.850746268657,1.26223776224
C20:5n3 (EPA),9.05,-5.19,3.95,-2.47,9.56,3.73,79.75,12.53,3.18,4.29,1.12664427652,0.933597748209,1.09520366353,0.970975323149,1.1296622813,1.0130228336,1.23303722751,1.20067264574,1.03147579927,1.05622542595
Sum-TriHOME-NE,4.0,4.63,3.5,7.2,0.9,4.4,8.0,-0.6,-4.7,-4.16,1.38834951456,1.65487977369,1.25547445255,1.57142857143,1.07826086957,1.37288135593,1.6106870229,0.956204379562,0.682432432432,0.698550724638
14_15-DiHETE-NE,-0.2,-0.22,0.09,-0.14,1.0,0.26,-0.22,-0.02,-0.31,-0.22,0.767441860465,0.714285714286,1.15,0.820512820513,4.33333333333,1.48148148148,0.87134502924,0.967741935484,0.693069306931,0.676470588235
